# LAMMPS data file written by OVITO Basic 3.5.4
960 atoms
640 bonds
2 atom types
1 bond types
-0.243 22.925 xlo xhi
-0.208 22.953 ylo yhi
1.427 23.261 zlo zhi

Masses

1 1.00794  # H
2 15.9994  # O

Atoms  # full

1 1 2 0.0 1.714 1.57 1.427
2 1 1 0.0 2.809 1.63 5.89
3 1 1 0.0 0.174 1.72 5.817
4 1 2 0.0 1.465 3.247 3.586
5 1 1 0.0 1.63 2.181 2.159
6 1 1 0.0 1.464 0.739 1.944
7 1 2 0.0 1.542 -0.208 3.593
8 1 1 0.0 1.772 4.221 3.697
9 1 1 0.0 4.228 1.603 4.251
10 1 2 0.0 -0.243 1.495 5.067
11 1 1 0.0 2.293 2.847 4.095
12 1 1 0.0 2.409 0.084 3.925
13 1 2 0.0 3.274 1.695 4.88
14 1 1 0.0 0.881 0.277 4.058
15 1 1 0.0 0.27 2.147 4.408
16 1 2 0.0 7.946 1.57 1.427
17 1 1 0.0 9.041 1.63 5.89
18 1 1 0.0 6.406 1.72 5.817
19 1 2 0.0 7.698 3.247 3.586
20 1 1 0.0 7.863 2.181 2.159
21 1 1 0.0 7.696 0.739 1.944
22 1 2 0.0 7.774 -0.208 3.593
23 1 1 0.0 8.005 4.221 3.697
24 1 1 0.0 10.46 1.603 4.251
25 1 2 0.0 5.989 1.495 5.067
26 1 1 0.0 8.525 2.847 4.095
27 1 1 0.0 8.642 0.084 3.925
28 1 2 0.0 9.507 1.695 4.88
29 1 1 0.0 7.113 0.277 4.058
30 1 1 0.0 6.503 2.147 4.408
31 1 2 0.0 14.178 1.57 1.427
32 1 1 0.0 15.273 1.63 5.89
33 1 1 0.0 12.638 1.72 5.817
34 1 2 0.0 13.93 3.247 3.586
35 1 1 0.0 14.095 2.181 2.159
36 1 1 0.0 13.929 0.739 1.944
37 1 2 0.0 14.006 -0.208 3.593
38 1 1 0.0 14.237 4.221 3.697
39 1 1 0.0 16.693 1.603 4.251
40 1 2 0.0 12.222 1.495 5.067
41 1 1 0.0 14.757 2.847 4.095
42 1 1 0.0 14.874 0.084 3.925
43 1 2 0.0 15.739 1.695 4.88
44 1 1 0.0 13.345 0.277 4.058
45 1 1 0.0 12.735 2.147 4.408
46 1 2 0.0 20.411 1.57 1.427
47 1 1 0.0 21.506 1.63 5.89
48 1 1 0.0 18.871 1.72 5.817
49 1 2 0.0 20.162 3.247 3.586
50 1 1 0.0 20.327 2.181 2.159
51 1 1 0.0 20.161 0.739 1.944
52 1 2 0.0 20.239 -0.208 3.593
53 1 1 0.0 20.469 4.221 3.697
54 1 1 0.0 22.925 1.603 4.251
55 1 2 0.0 18.454 1.495 5.067
56 1 1 0.0 20.99 2.847 4.095
57 1 1 0.0 21.106 0.084 3.925
58 1 2 0.0 21.971 1.695 4.88
59 1 1 0.0 19.578 0.277 4.058
60 1 1 0.0 18.967 2.147 4.408
61 1 2 0.0 1.714 7.814 1.427
62 1 1 0.0 2.809 7.874 5.89
63 1 1 0.0 0.174 7.964 5.817
64 1 2 0.0 1.465 9.491 3.586
65 1 1 0.0 1.63 8.425 2.159
66 1 1 0.0 1.464 6.983 1.944
67 1 2 0.0 1.542 6.036 3.593
68 1 1 0.0 1.772 10.465 3.697
69 1 1 0.0 4.228 7.847 4.251
